id,loan_amnt,issue_d,term,int_rate,grade,sub_grade,emp_title,verification_status,home_ownership,annual_inc,loan_status,purpose,desc,addr_state,dti,fico_range_low,fico_range_high,hardship_flag,mths_since_last_delinq
61510909,2500.0,Oct-2015, 36 months,15.61,D,D1,owner,Verified,MORTGAGE,75000.0,Fully Paid,debt_consolidation,,TX,27.09,695.0,699.0,N,19.0
141149226,16000.0,Oct-2018, 36 months,11.06,B,B3,registered nurse,Source Verified,MORTGAGE,175000.0,Current,debt_consolidation,,CA,34.62,665.0,669.0,N,
137921536,20000.0,Aug-2018, 60 months,7.84,A,A4,immunization program coordinator ,Source Verified,MORTGAGE,54000.0,Current,credit_card,,MO,21.38,730.0,734.0,N,66.0
127343699,6000.0,Jan-2018, 36 months,13.59,C,C2,forklift operator ,Source Verified,RENT,50000.0,Current,credit_card,,CA,9.27,670.0,674.0,N,31.0
121866626,18000.0,Oct-2017, 36 months,16.02,C,C5,owner,Not Verified,OWN,150000.0,Current,debt_consolidation,,CT,6.3,680.0,684.0,N,27.0
76558989,11200.0,Apr-2016, 36 months,15.31,C,C5,phlebotomist ,Verified,RENT,36000.0,Fully Paid,debt_consolidation,,OR,47.73,670.0,674.0,N,
83971291,14000.0,Jul-2016, 36 months,5.32,A,A1,teacher,Not Verified,MORTGAGE,154000.0,Current,credit_card,,NJ,27.85,745.0,749.0,N,
86872386,16000.0,Aug-2016, 36 months,8.59,A,A5,consultant,Verified,OWN,68000.0,Charged Off,home_improvement,,PA,3.71,675.0,679.0,N,12.0
82227674,10000.0,Jun-2016, 36 months,5.32,A,A1,spherical operator ,Verified,OWN,60000.0,Fully Paid,home_improvement,,NJ,2.1,750.0,754.0,N,
132528923,18500.0,May-2018, 36 months,5.31,A,A1,engineering project manager,Not Verified,MORTGAGE,54000.0,Current,debt_consolidation,,FL,19.24,770.0,774.0,N,
96381309,8000.0,Jan-2017, 36 months,6.99,A,A2,medical records,Source Verified,MORTGAGE,40900.0,Current,home_improvement,,FL,19.04,720.0,724.0,N,68.0
140220838,14000.0,Sep-2018, 36 months,8.46,A,A5,teacher,Not Verified,MORTGAGE,130000.0,Current,credit_card,,NY,17.06,710.0,714.0,N,21.0
135792274,25000.0,Jun-2018, 60 months,9.58,B,B1,techian,Not Verified,RENT,40000.0,Fully Paid,other,,PA,8.58,765.0,769.0,N,
67288098,18000.0,Dec-2015, 60 months,10.64,B,B4,regional sales director,Source Verified,MORTGAGE,145000.0,Current,debt_consolidation,,AL,15.98,700.0,704.0,N,18.0
117378611,16000.0,Sep-2017, 36 months,11.99,B,B5,registered nurse,Source Verified,MORTGAGE,112000.0,Current,debt_consolidation,,NY,7.15,660.0,664.0,N,18.0
143939913,5000.0,Nov-2018, 36 months,11.8,B,B4,master assembler,Not Verified,MORTGAGE,50000.0,Current,vacation,,IL,6.51,735.0,739.0,N,
20418746,12000.0,Oct-2014, 36 months,6.03,A,A1,attorney,Source Verified,RENT,60000.0,Fully Paid,credit_card,,IL,16.79,705.0,709.0,N,
73904038,25000.0,Mar-2016, 36 months,7.89,A,A5,major,Verified,MORTGAGE,110000.0,Fully Paid,debt_consolidation,,VA,11.24,730.0,734.0,N,50.0
31517178,16000.0,Oct-2014, 36 months,14.99,C,C5,registered nurse,Not Verified,MORTGAGE,110000.0,Fully Paid,debt_consolidation,,CA,36.08,710.0,714.0,N,
77211164,16800.0,May-2016, 36 months,12.99,C,C2,field manager,Verified,OWN,87000.0,Charged Off,debt_consolidation,,FL,15.37,665.0,669.0,N,16.0
137939674,15000.0,Aug-2018, 36 months,8.46,A,A5,mechanical engineer,Source Verified,RENT,75000.0,Current,debt_consolidation,,LA,4.72,700.0,704.0,N,
136675478,25000.0,Jul-2018, 60 months,18.94,D,D2,professional services consultant,Verified,MORTGAGE,165000.0,Current,debt_consolidation,,SC,27.96,685.0,689.0,N,44.0
89794929,14000.0,Sep-2016, 60 months,10.99,B,B4,teacher ,Not Verified,OWN,60000.0,Current,debt_consolidation,,MI,18.46,755.0,759.0,N,
139636747,25725.0,Sep-2018, 60 months,22.35,D,D5,cloud systems developer lead,Verified,RENT,160000.0,Current,credit_card,,VA,27.9,700.0,704.0,N,
79742995,9000.0,Jun-2016, 36 months,7.39,A,A4,supervisor,Source Verified,MORTGAGE,72450.0,Fully Paid,debt_consolidation,,OH,12.52,700.0,704.0,N,24.0
127877544,15000.0,Feb-2018, 36 months,18.06,D,D2,electrical engineer,Verified,RENT,70000.0,Charged Off,debt_consolidation,,CA,7.25,670.0,674.0,N,22.0
144564397,16000.0,Dec-2018, 36 months,6.46,A,A1,nurse,Source Verified,MORTGAGE,88000.0,Current,debt_consolidation,,TX,11.54,745.0,749.0,N,14.0
145309096,12000.0,Dec-2018, 60 months,12.98,B,B5,emergency management specialist ,Not Verified,RENT,82000.0,Current,debt_consolidation,,TX,9.29,740.0,744.0,N,
104162368,16000.0,Apr-2017, 60 months,15.99,C,C5,registered nurse,Source Verified,MORTGAGE,82992.0,Fully Paid,debt_consolidation,,AK,12.51,705.0,709.0,N,39.0
62509408,35000.0,Oct-2015, 36 months,14.65,C,C5,associate,Verified,RENT,120000.0,Fully Paid,debt_consolidation,,NY,19.23,685.0,689.0,N,
1516413,12000.0,Sep-2012, 36 months,6.62,A,A2,zero motorcycles,Not Verified,OWN,70000.0,Fully Paid,renewable_energy,"  Borrower added on 09/11/12 > The loan is to invest in a solar system that will generate hot water and electricity.   This will reduce monthly bills and provide energy for years beyond the life of the loan.<br><br>  Borrower added on 09/12/12 > The design of the solar system will use the latest technology in evacuated solar thermal panels, inverters and photovoltaic panels made in the USA.  This solar system will supply energy to the grid in the USA.  Please invest in green energy and engineering in the USA.<br>",CA,12.65,775.0,779.0,N,39.0
1548723,5700.0,Sep-2012, 36 months,11.14,B,B2,family and child service of schenectady,Not Verified,RENT,28000.0,Fully Paid,debt_consolidation,,NY,25.97,700.0,704.0,N,
128214419,20000.0,Feb-2018, 36 months,16.02,C,C5,massage therapist and estheticain ,Not Verified,RENT,30000.0,Current,debt_consolidation,,MA,34.68,675.0,679.0,N,
77141475,18000.0,Apr-2016, 60 months,11.99,C,C1,manager,Verified,RENT,60000.0,Current,debt_consolidation,,PA,18.7,660.0,664.0,N,29.0
145419683,16000.0,Dec-2018, 36 months,6.46,A,A1,registered nurse,Source Verified,MORTGAGE,110000.0,Current,home_improvement,,NY,4.21,800.0,804.0,N,
13197774,10000.0,Apr-2014, 60 months,13.65,C,C1,lead,Source Verified,RENT,40000.0,Charged Off,credit_card,,AR,22.95,715.0,719.0,N,
17944812,8000.0,Jun-2014, 36 months,9.17,B,B1,fin foundations sr spst,Not Verified,MORTGAGE,81000.0,Fully Paid,credit_card,,CO,17.97,690.0,694.0,N,
61581387,15000.0,Oct-2015, 36 months,10.99,B,B4,safety engineer,Verified,RENT,110000.0,Charged Off,credit_card,,WA,20.63,660.0,664.0,N,65.0
112729892,16000.0,Jul-2017, 60 months,15.05,C,C4,nurse tech,Source Verified,MORTGAGE,30000.0,Charged Off,debt_consolidation,,MI,36.28,705.0,709.0,N,64.0
96671348,14500.0,Jan-2017, 60 months,18.99,D,D3,leadman,Source Verified,MORTGAGE,46500.0,Current,debt_consolidation,,MN,22.97,740.0,744.0,N,
35753851,15000.0,Nov-2014, 36 months,8.19,A,A5,"manager, operations & engineering",Not Verified,RENT,156000.0,Fully Paid,debt_consolidation,,CA,4.76,715.0,719.0,N,13.0
140151681,20000.0,Sep-2018, 36 months,13.56,C,C1,manufacturing engineer,Source Verified,OWN,99500.0,Fully Paid,debt_consolidation,,MA,28.72,670.0,674.0,N,
95665437,6000.0,Dec-2016, 36 months,13.49,C,C2,delivery expert,Not Verified,RENT,25000.0,Current,credit_card,,NY,6.24,675.0,679.0,N,
65916323,19000.0,Dec-2015, 36 months,10.64,B,B4,clerk,Verified,MORTGAGE,57000.0,Fully Paid,credit_card,,KS,19.85,680.0,684.0,N,16.0
56138216,26000.0,Jul-2015, 36 months,6.24,A,A2,president,Source Verified,MORTGAGE,81000.0,Fully Paid,credit_card,,NC,22.58,735.0,739.0,N,
86613834,5000.0,Aug-2016, 36 months,10.99,B,B4,business analyst,Verified,MORTGAGE,50000.0,Fully Paid,debt_consolidation,,NJ,24.22,690.0,694.0,N,13.0
135995256,16000.0,Jul-2018, 36 months,12.13,B,B5,registered nurse,Verified,MORTGAGE,60000.0,Late (31-120 days),credit_card,,TX,31.46,705.0,709.0,N,
138373063,35000.0,Aug-2018, 60 months,6.11,A,A1,city president,Verified,MORTGAGE,190000.0,Current,debt_consolidation,,TN,16.07,705.0,709.0,N,
138414401,20000.0,Aug-2018, 36 months,10.47,B,B2,truck driver,Source Verified,OWN,56000.0,Current,debt_consolidation,,MS,37.03,725.0,729.0,N,
72877157,12800.0,Mar-2016, 36 months,5.32,A,A1,"manager, arena operations",Not Verified,MORTGAGE,85000.0,Fully Paid,credit_card,,OH,22.18,720.0,724.0,N,80.0
120956980,7200.0,Oct-2017, 36 months,9.93,B,B2,analyst,Not Verified,MORTGAGE,85000.0,Charged Off,credit_card,,MN,3.01,665.0,669.0,N,24.0
143511722,16000.0,Nov-2018, 60 months,22.35,D,D5,realtor,Not Verified,MORTGAGE,70000.0,Current,home_improvement,,MN,13.85,680.0,684.0,N,6.0
58460640,18000.0,Aug-2015, 36 months,12.69,C,C2,national account manager,Verified,MORTGAGE,90000.0,Fully Paid,credit_card,,IL,6.24,665.0,669.0,N,
57064514,15625.0,Aug-2015, 36 months,13.33,C,C3,field services,Source Verified,MORTGAGE,70000.0,Fully Paid,debt_consolidation,,PA,12.76,675.0,679.0,N,
75263735,7300.0,Mar-2016, 36 months,16.29,D,D1,health unit coordinator,Not Verified,OWN,49977.0,Fully Paid,debt_consolidation,,NY,18.92,665.0,669.0,N,
110192165,18000.0,Jun-2017, 60 months,19.03,D,D3,co-manager,Verified,MORTGAGE,62000.0,Current,debt_consolidation,,SC,27.26,705.0,709.0,N,
5785735,15000.0,Nov-2013, 36 months,12.99,B,B4,engineer,Verified,RENT,55000.0,Charged Off,debt_consolidation,,CA,29.44,695.0,699.0,N,5.0
144026041,19000.0,Nov-2018, 60 months,16.14,C,C4,associate professor,Not Verified,RENT,74000.0,Current,debt_consolidation,,GA,8.55,695.0,699.0,N,70.0
12856017,19000.0,Mar-2014, 36 months,15.31,C,C4,staff accountant,Verified,MORTGAGE,49842.0,Fully Paid,credit_card,,IN,23.14,670.0,674.0,N,50.0
1522637,12000.0,Sep-2012, 36 months,14.09,B,B5,us army,Source Verified,RENT,104000.0,Fully Paid,debt_consolidation,  Borrower added on 09/20/12 > Ijust want to pay off some bills and have one payment.<br>,HI,23.77,690.0,694.0,N,22.0
34963550,17675.0,Nov-2014, 60 months,15.59,D,D1,engineer,Not Verified,MORTGAGE,40320.0,Fully Paid,debt_consolidation,,MI,24.02,685.0,689.0,N,45.0
18955751,18000.0,Jul-2014, 60 months,11.67,B,B4,senior analyst,Source Verified,RENT,100000.0,Charged Off,debt_consolidation,,MA,14.95,710.0,714.0,N,
87164761,20000.0,Aug-2016, 36 months,7.99,A,A4,industrial engineer,Source Verified,OWN,65000.0,Fully Paid,home_improvement,,SC,3.77,700.0,704.0,N,15.0
60851894,16000.0,Oct-2015, 36 months,9.99,B,B3,nurse,Not Verified,MORTGAGE,65000.0,Fully Paid,credit_card,,VA,33.09,665.0,669.0,N,70.0
71846588,18000.0,Feb-2016, 36 months,9.75,B,B3,manager,Verified,MORTGAGE,64000.0,Charged Off,debt_consolidation,,TX,37.17,710.0,714.0,N,30.0
46600526,13000.0,Apr-2015, 60 months,9.99,B,B3,consultant ,Verified,RENT,63000.0,Fully Paid,debt_consolidation,,GA,9.13,705.0,709.0,N,41.0
111074232,5000.0,Jun-2017, 36 months,11.99,B,B5,server ,Verified,RENT,25000.0,Charged Off,debt_consolidation,,TX,18.1,705.0,709.0,N,
75760696,20000.0,Mar-2016, 36 months,9.16,B,B2,nurse practitioner,Not Verified,OWN,115000.0,Fully Paid,debt_consolidation,,PA,23.91,740.0,744.0,N,
70753302,15000.0,Feb-2016, 36 months,6.49,A,A2,financial engineer,Source Verified,RENT,125000.0,Fully Paid,credit_card,,MD,3.79,690.0,694.0,N,44.0
60277100,15000.0,Sep-2015, 36 months,7.89,A,A5,technology support engineer,Source Verified,RENT,78000.0,Fully Paid,credit_card,,MA,14.68,675.0,679.0,N,8.0
24114558,14000.0,Aug-2014, 36 months,12.99,C,C1,special education teacher,Not Verified,MORTGAGE,72000.0,Fully Paid,debt_consolidation,,CA,9.2,665.0,669.0,N,4.0
85016616,14400.0,Jul-2016, 60 months,9.49,B,B2,registered nurse,Not Verified,RENT,80000.0,Charged Off,credit_card,,OR,20.33,705.0,709.0,N,41.0
143610122,14000.0,Nov-2018, 36 months,15.02,C,C3,teacher,Not Verified,RENT,60000.0,Current,credit_card,,IL,20.12,675.0,679.0,N,
55982191,1000.0,Aug-2015, 36 months,13.99,C,C4,marketing specialist,Source Verified,RENT,68000.0,Fully Paid,vacation,,DC,23.0,680.0,684.0,N,
75144318,30000.0,May-2016, 60 months,9.16,B,B2,physical therapy assistant,Verified,MORTGAGE,85000.0,Charged Off,credit_card,,FL,16.96,740.0,744.0,N,
54344276,24000.0,Jul-2015, 60 months,7.89,A,A5,gs-13 2210,Verified,MORTGAGE,90000.0,Fully Paid,credit_card,,FL,24.31,715.0,719.0,N,
125997612,19200.0,Dec-2017, 60 months,12.62,C,C1,teacher,Verified,MORTGAGE,87000.0,Current,credit_card,,CA,29.39,670.0,674.0,N,5.0
646416,4900.0,Jan-2011, 36 months,9.99,B,B4,department of health and human services,Source Verified,RENT,51630.0,Fully Paid,credit_card,"  Borrower added on 01/06/11 > I have accumulated my spending while in grad school, fixing my car, and struggling through unemployment. I have finally graduated with my MPH and have found stable employment. I would like to finally be free of my credit card debt which has APR's of 24% (3200) and 14% (1500), and begin my life without using my credit cards as a crutch. This would really help me begin to be able to do that. Thank you for your time in reading this and I wish you an outstanding day.<br/><br/>Sincerely,<br/>Rosanna G.<br/>",MD,11.09,705.0,709.0,N,
12756320,25000.0,Jul-2014, 60 months,18.24,D,D5,lead terminal operator,Source Verified,MORTGAGE,80000.0,Fully Paid,debt_consolidation,,TX,10.68,690.0,694.0,N,32.0
519078,20000.0,May-2010, 60 months,16.45,E,E1,krieger & stewart.com,Verified,MORTGAGE,82000.0,Fully Paid,credit_card,"  Borrower added on 05/20/10 > I am engineer and my wife is a professor and have both neen at our current jobs for 7+ years.  we pay all our bills on time, but are tired of paying high credit card interest rates; plus having only one bill instead of several is also attractive.<br/> Borrower added on 05/25/10 > To summarize our recent financial history...  my wife and I both where returning students who graduated college about 6 years ago.  We have been paying off the revolving credit debts incured during college by paying higher than the minimums for the past 4 years.  We have reduced our revolving credit debt by more than 60% in those four years, while saving for a house.  6 months ago we bought a house and now we are looking to reduce the ridiculous interest rates that the credit card companies are charging.  We are not in any finicial trouble we just don't want to pay the 22%+ interest rates any longer.<br/>",CA,15.91,680.0,684.0,N,28.0
70240184,12000.0,Jan-2016, 36 months,7.91,A,A5,sr associate,Source Verified,MORTGAGE,85000.0,Charged Off,credit_card,,AZ,31.46,680.0,684.0,N,
96246285,16000.0,Jan-2017, 36 months,18.99,D,D3,customer service,Not Verified,MORTGAGE,60000.0,Fully Paid,debt_consolidation,,ME,24.54,665.0,669.0,N,
142071724,5000.0,Oct-2018, 36 months,7.21,A,A3,community relations consultant,Source Verified,RENT,86000.0,Current,debt_consolidation,,NC,4.65,690.0,694.0,N,34.0
42333554,16000.0,Mar-2015, 60 months,17.86,D,D5,teacher,Source Verified,MORTGAGE,42000.0,Charged Off,debt_consolidation,,FL,31.63,710.0,714.0,N,39.0
57314757,15600.0,Aug-2015, 60 months,15.61,D,D1,registered nurse,Source Verified,MORTGAGE,70000.0,Current,debt_consolidation,,WI,33.55,675.0,679.0,N,
67309010,16000.0,Dec-2015, 60 months,16.55,D,D2,teacher,Source Verified,RENT,60000.0,Fully Paid,debt_consolidation,,TX,34.36,715.0,719.0,N,17.0
75971760,10000.0,Apr-2016, 36 months,5.32,A,A1,business analyst,Source Verified,RENT,53500.0,Charged Off,debt_consolidation,,CT,10.74,785.0,789.0,N,
138452027,17400.0,Aug-2018, 60 months,26.31,E,E4,quality control specialist ,Source Verified,RENT,50000.0,Current,debt_consolidation,,CA,11.57,660.0,664.0,N,
67375250,18400.0,Dec-2015, 36 months,12.59,C,C2,nurse,Source Verified,OWN,40000.0,Fully Paid,debt_consolidation,,TX,20.4,715.0,719.0,N,
96488530,3500.0,Jan-2017, 36 months,12.74,C,C1,mail handler,Source Verified,RENT,56000.0,Current,other,,GA,11.83,675.0,679.0,N,59.0
64978025,30000.0,Dec-2015, 36 months,15.41,D,D1,measure technician/instller,Verified,MORTGAGE,90000.0,Fully Paid,credit_card,,TX,21.07,715.0,719.0,N,
72624745,17000.0,Feb-2016, 36 months,18.99,D,D4,sales,Source Verified,MORTGAGE,90000.0,Fully Paid,debt_consolidation,,PA,17.91,670.0,674.0,N,6.0
129216574,15000.0,Feb-2018, 36 months,15.04,C,C4,jr. software engineer,Source Verified,RENT,53000.0,Current,debt_consolidation,,FL,7.68,680.0,684.0,N,17.0
137856546,16000.0,Aug-2018, 36 months,14.47,C,C2,2nd grade teacher,Source Verified,MORTGAGE,80000.0,Current,home_improvement,,RI,12.89,700.0,704.0,N,14.0
130612257,13000.0,Mar-2018, 36 months,7.34,A,A4,account manager,Not Verified,RENT,82000.0,Current,debt_consolidation,,CA,23.31,730.0,734.0,N,49.0
57215746,18825.0,Aug-2015, 60 months,17.57,D,D4,production supervisor,Not Verified,RENT,40951.0,Current,debt_consolidation,,PA,33.15,710.0,714.0,N,
145169034,10000.0,Dec-2018, 36 months,10.33,B,B1,payroll specialist  ,Not Verified,MORTGAGE,54080.0,Current,debt_consolidation,,AK,2.89,670.0,674.0,N,28.0
110511764,26600.0,Jun-2017, 60 months,26.3,E,E5,operations analyst,Not Verified,RENT,70000.0,Fully Paid,debt_consolidation,,OH,8.69,660.0,664.0,N,
99912196,18000.0,Mar-2017, 36 months,12.74,C,C1,project manager,Verified,MORTGAGE,153000.0,Fully Paid,credit_card,,IL,26.38,690.0,694.0,N,26.0
113064399,30000.0,Jul-2017, 36 months,26.3,E,E5,broker/owner,Verified,MORTGAGE,148000.0,Current,home_improvement,,NV,11.25,680.0,684.0,N,100.0
77825147,15000.0,Apr-2016, 36 months,9.75,B,B3,software engineer,Source Verified,RENT,69000.0,Current,debt_consolidation,,MA,15.22,660.0,664.0,N,17.0
3849541,27000.0,Apr-2013, 60 months,14.33,C,C1,united states air force,Verified,MORTGAGE,121870.0,Fully Paid,credit_card,"  Borrower added on 03/22/13 > I was lured in by low promotional credit card rates believing I would be able to pay off the balances before the rates expired.  Unfortunately, rates went up. Now I'm paying over 21%. Ouch! This is why I would like to refinance with you good people. Thank you for the opportunity to apply.<br>",LA,18.34,720.0,724.0,N,
43490372,9000.0,Mar-2015, 36 months,10.99,B,B4,executive banquet chef,Source Verified,MORTGAGE,74000.0,Fully Paid,debt_consolidation,,MI,13.1,675.0,679.0,N,21.0
16692090,9325.0,May-2014, 36 months,17.57,D,D4,inventory selector,Source Verified,MORTGAGE,106000.0,Fully Paid,home_improvement,,MN,7.35,660.0,664.0,N,50.0
92569610,15000.0,Nov-2016, 36 months,11.49,B,B5,engineer,Not Verified,RENT,82000.0,Current,debt_consolidation,,ME,11.0,715.0,719.0,N,35.0
83655359,18000.0,Jun-2016, 60 months,9.49,B,B2,sr. software engineer,Not Verified,MORTGAGE,134000.0,Current,debt_consolidation,,AK,20.82,725.0,729.0,N,
3928651,32400.0,Mar-2013, 60 months,13.11,B,B4,"msn communications, inc",Source Verified,MORTGAGE,175000.0,Fully Paid,debt_consolidation,,CO,8.49,750.0,754.0,N,
48645723,18000.0,May-2015, 60 months,9.99,B,B3,registered nurse,Source Verified,OWN,60000.0,Charged Off,debt_consolidation,,FL,25.68,665.0,669.0,N,67.0
121856027,18000.0,Oct-2017, 36 months,12.62,C,C1,"vice president, branch manager ",Verified,MORTGAGE,90000.0,Current,credit_card,,MD,19.24,670.0,674.0,N,24.0
1612091,12000.0,Oct-2012, 36 months,11.14,B,B2,memorial hospital,Not Verified,MORTGAGE,37800.0,Fully Paid,debt_consolidation,,FL,7.49,700.0,704.0,N,
92598942,8500.0,Nov-2016, 36 months,10.49,B,B2,tech,Source Verified,MORTGAGE,47000.0,Current,debt_consolidation,,NV,14.43,690.0,694.0,N,23.0
89915840,7200.0,Sep-2016, 36 months,12.79,C,C1,client advocate,Source Verified,RENT,31000.0,Fully Paid,debt_consolidation,,NY,7.63,695.0,699.0,N,3.0
119981014,12000.0,Oct-2017, 36 months,7.21,A,A3,attorney,Not Verified,MORTGAGE,159000.0,Fully Paid,home_improvement,,MO,22.11,705.0,709.0,N,
50426647,15000.0,Jun-2015, 60 months,10.99,B,B4,engineering technician,Source Verified,RENT,48576.0,Current,debt_consolidation,,OR,19.59,715.0,719.0,N,
109604180,4500.0,May-2017, 36 months,16.02,C,C5,senior international travel consultant,Source Verified,RENT,39000.0,Current,debt_consolidation,,NV,8.36,665.0,669.0,N,
113011306,20000.0,Jul-2017, 36 months,26.3,E,E5,engineer,Verified,OWN,155000.0,Current,car,,PA,17.13,675.0,679.0,N,5.0
15439287,15000.0,Apr-2014, 36 months,12.49,B,B4,senior software engineer,Verified,RENT,120000.0,Fully Paid,debt_consolidation,,NJ,9.84,690.0,694.0,N,7.0
5815529,8000.0,Jul-2013, 36 months,15.88,C,C4,city of new york,Not Verified,RENT,64609.0,Fully Paid,other,,NY,6.96,700.0,704.0,N,
121252062,14000.0,Oct-2017, 60 months,15.05,C,C4,maint mech,Verified,MORTGAGE,70000.0,Fully Paid,credit_card,,CO,12.17,690.0,694.0,N,
80640251,18000.0,Jun-2016, 60 months,20.99,E,E1,registered nurse,Not Verified,OWN,140000.0,Current,debt_consolidation,,NJ,7.39,690.0,694.0,N,14.0
10070634,17000.0,Jan-2014, 60 months,12.85,B,B4,operations manager,Verified,MORTGAGE,60000.0,Fully Paid,debt_consolidation,  Borrower added on 01/02/14 > This loan is for debt consolidation.<br>,MN,34.46,745.0,749.0,N,
114114871,32000.0,Aug-2017, 60 months,30.79,G,G1,assistant principal,Source Verified,OWN,131000.0,Current,home_improvement,,NY,11.46,705.0,709.0,N,27.0
104899574,6000.0,Apr-2017, 36 months,13.99,C,C3,attorney,Source Verified,RENT,162000.0,Fully Paid,other,,CA,18.5,715.0,719.0,N,
145455909,15000.0,Dec-2018, 36 months,6.46,A,A1,director,Source Verified,MORTGAGE,125000.0,Current,debt_consolidation,,TX,20.95,765.0,769.0,N,
74825596,15000.0,Mar-2016, 36 months,5.32,A,A1,systems engineer,Source Verified,RENT,85000.0,Fully Paid,debt_consolidation,,NV,9.31,760.0,764.0,N,
48586558,10550.0,May-2015, 36 months,9.17,B,B2,driver,Source Verified,RENT,60000.0,Fully Paid,debt_consolidation,,CA,15.92,680.0,684.0,N,48.0
139790377,16000.0,Sep-2018, 36 months,10.47,B,B2,director of quality,Not Verified,MORTGAGE,154000.0,Current,credit_card,,TN,27.09,755.0,759.0,N,
56974513,14000.0,Jul-2015, 36 months,7.89,A,A5,english teacher,Not Verified,RENT,81000.0,Fully Paid,credit_card,,MA,11.26,710.0,714.0,N,
77397038,15000.0,May-2016, 36 months,9.75,B,B3,software engineer,Verified,RENT,50000.0,Charged Off,debt_consolidation,,CA,14.9,690.0,694.0,N,
123970534,8000.0,Nov-2017, 36 months,13.59,C,C2,sales,Source Verified,RENT,40000.0,In Grace Period,debt_consolidation,,NY,18.18,685.0,689.0,N,
31316408,21475.0,Oct-2014, 60 months,17.57,D,D4,server supervisor,Source Verified,RENT,52000.0,Fully Paid,credit_card,,CA,22.77,725.0,729.0,N,44.0
17302923,35000.0,Jul-2014, 36 months,9.17,B,B1,director,Verified,MORTGAGE,110000.0,Fully Paid,debt_consolidation,,NY,13.62,735.0,739.0,N,37.0
12336056,16000.0,Mar-2014, 36 months,14.64,C,C3,registered nurse,Source Verified,MORTGAGE,62500.0,Charged Off,other,"  Borrower added on 03/15/14 > Consolidation of Discover, Chase, Best Buy and Lowes Credit Cards<br>",NC,20.7,705.0,709.0,N,
78051793,20000.0,May-2016, 60 months,16.29,D,D1,surgical nurse ,Not Verified,OWN,70000.0,Charged Off,home_improvement,,MI,9.79,680.0,684.0,N,26.0
73397283,12000.0,Mar-2016, 36 months,6.97,A,A3,teller,Source Verified,RENT,27000.0,Fully Paid,credit_card,,CA,19.24,710.0,714.0,N,
548633,5000.0,Jul-2010, 60 months,17.19,E,E3,joel barlow high school,Source Verified,RENT,38400.0,Fully Paid,debt_consolidation,,CT,23.88,665.0,669.0,N,30.0
141081610,10000.0,Sep-2018, 60 months,16.14,C,C4,director,Source Verified,RENT,250000.0,Current,credit_card,,NY,17.63,685.0,689.0,N,4.0
96929674,16000.0,Jan-2017, 60 months,14.99,C,C4,nurse ,Verified,MORTGAGE,40000.0,Current,debt_consolidation,,GA,13.53,685.0,689.0,N,14.0
34443304,15000.0,Nov-2014, 36 months,8.19,A,A5,technical support engineer,Not Verified,RENT,80000.0,Fully Paid,debt_consolidation,,CA,15.72,685.0,689.0,N,
59291483,24000.0,Sep-2015, 36 months,10.99,B,B4,azure architect,Source Verified,OWN,172000.0,Fully Paid,debt_consolidation,,NY,2.9,675.0,679.0,N,38.0
119968478,15000.0,Sep-2017, 60 months,17.09,D,D1,animal control officer,Not Verified,OWN,35000.0,Current,debt_consolidation,,IL,37.65,685.0,689.0,N,67.0
88095739,17450.0,Aug-2016, 60 months,18.99,D,D3,associate director of college advising,Source Verified,MORTGAGE,76000.0,Fully Paid,debt_consolidation,,PA,31.83,800.0,804.0,N,
102533533,8100.0,Mar-2017, 36 months,10.49,B,B2,supervisor ,Source Verified,MORTGAGE,61000.0,Fully Paid,other,,CA,19.1,680.0,684.0,N,
118284111,16000.0,Sep-2017, 36 months,9.44,B,B1,registered nurse,Source Verified,MORTGAGE,40000.0,Current,debt_consolidation,,IL,55.51,710.0,714.0,N,59.0
95374487,16000.0,Jan-2017, 36 months,8.24,B,B1,sorter,Source Verified,RENT,34000.0,Fully Paid,debt_consolidation,,VA,8.82,785.0,789.0,N,
33351509,10075.0,Nov-2014, 36 months,7.12,A,A3,senior service specialist,Source Verified,MORTGAGE,54000.0,Fully Paid,debt_consolidation,,MA,24.27,710.0,714.0,N,
8557693,14000.0,Nov-2013, 60 months,18.55,D,D2,registered nurse,Verified,RENT,52000.0,Charged Off,credit_card,,WA,24.79,665.0,669.0,N,14.0
120921939,15000.0,Oct-2017, 36 months,7.35,A,A4,engineering aide,Not Verified,RENT,55000.0,Current,credit_card,,TX,18.8,740.0,744.0,N,36.0
55514817,15000.0,Jul-2015, 36 months,14.65,C,C5,engineer,Not Verified,RENT,48000.0,Fully Paid,credit_card,,NY,15.3,665.0,669.0,N,
37247406,15000.0,Dec-2014, 60 months,14.31,C,C4,engineer,Source Verified,RENT,47000.0,Fully Paid,debt_consolidation,,WA,20.89,695.0,699.0,N,
78830246,7375.0,May-2016, 36 months,18.25,D,D3,auto body technician ,Not Verified,MORTGAGE,78000.0,Charged Off,credit_card,,MT,28.78,705.0,709.0,N,19.0
132258042,9000.0,May-2018, 36 months,5.31,A,A1,cafeteria worker,Verified,MORTGAGE,7000.0,Current,major_purchase,,NY,92.62,795.0,799.0,N,
84473549,16000.0,Jul-2016, 36 months,10.49,B,B3,registered nurse,Source Verified,MORTGAGE,60000.0,Fully Paid,debt_consolidation,,GA,14.64,695.0,699.0,N,15.0
