Height (Inches),Height (cm),Weight (Pounds)
68.33163,173.56234020000002,123.6751
65.19663,165.5994402,120.1252
69.12973,175.5895142,147.2327
66.76336,169.5789344,149.5213
66.10726,167.91244039999998,114.3077
68.69461,174.4843094,118.3486
69.51345,176.564163,129.3136
67.15638,170.5772052,116.1097
66.52538,168.9744652,118.2619
71.057,180.48478,150.4875
69.19665,175.75949100000003,124.4735
66.76492,169.58289680000001,120.8445
68.09253,172.9550262,121.9168
67.35046,171.0701684,129.862
68.25237,173.3610198,114.1292
67.66866,171.8783964,121.0367
66.21079,168.1754066,116.8308
70.37472,178.75178879999999,141.5234
67.8132,172.24552799999998,118.614
66.42694,168.7244276,115.2073
68.20158,173.2320132,114.2983
68.77079,174.67780660000003,135.0788
70.60585,179.338859,124.6664
68.09479,172.9607666,129.3895
64.8915,164.82440999999997,121.5407
67.12568,170.4992272,137.1491
69.97844,177.74523760000002,129.5848
67.77866,172.1577964,130.9258
71.39205,181.335807,144.5625
67.96867,172.6404218,144.8993
72.76728,184.82889120000002,158.5479
73.38719,186.4034626,154.6609
69.32501,176.08552540000002,135.3784
66.65826,169.3119804,124.0843
68.63739,174.33897059999998,137.5213
70.10928,178.0775712,126.2247
68.39804,173.7310216,141.12
72.29783,183.6364882,123.4305
70.62523,179.3880842,136.39
71.44332,181.4660328,141.1457
70.41386,178.8512044,133.5107
64.86518,164.75755719999998,114.7467
68.80394,174.7620076,111.0717
69.49145,176.508283,138.1768
66.01854,167.6870916,113.5605
70.48654,179.03581160000002,127.2451
66.80862,169.6938948,125.5152
70.6607,179.478178,132.6907
66.68431,169.3781474,104.9599
65.58814,166.5938756,132.2702
66.36507,168.5672778,124.7192
67.09404,170.4188616,97.52424
66.48373,168.8686742,109.9676
68.82707,174.82075780000002,132.1645
64.69002,164.3126508,114.4221
69.01948,175.3094792,113.5284
69.43111,176.3550194,141.7182
70.07435,177.988849,133.3257
66.8212,169.725848,121.7781
68.06909,172.89548860000002,129.9501
69.6444,176.89677600000002,124.8979
64.80698,164.6097292,121.6822
67.37179,171.12434660000002,125.3064
67.39488,171.1829952,108.6014
68.39465,173.722411,118.6916
68.4231,173.79467400000001,156.2505
69.41607,176.31681780000002,124.4915
66.82138,169.7263052,120.3149
65.58027,166.5738858,109.5115
71.02776,180.4105104,160.1136
67.8096,172.23638400000002,141.57
71.01235,180.371369,136.6575
67.45353,171.3319662,137.7991
69.77346,177.22458840000002,143.6829
64.07515,162.750881,111.1404
68.36516,173.6475064,143.9045
69.40935,176.29974900000002,119.8486
66.43953,168.75640620000001,104.0047
69.77091,177.2181114,126.6292
71.29182,181.0812228,148.3832
67.26889,170.8629806,119.2626
68.52627,174.05672579999998,140.521
63.95467,162.4448618,100.0358
68.27822,173.42667880000002,114.3188
69.01564,175.29972560000002,129.8548
68.33275,173.565185,131.6805
65.91471,167.4233634,111.3135
65.5471,166.489634,119.9587
66.88448,169.8865792,124.6394
67.50342,171.4586868,116.6803
71.35101,181.23156540000002,148.2762
66.5912,169.141648,128.9648
65.14281,165.4627374,105.1575
67.26097,170.8428638,128.2402
68.77974,174.7005396,134.0494
66.92786,169.9967644,125.5997
70.20106,178.3106924,154.8632
68.1684,173.147736,109.4807
65.9685,167.55999000000003,121.0642
69.2944,176.00777599999998,139.0479
68.18398,173.18730920000002,115.8062
67.3956,171.18482400000002,138.3648
69.32049,176.0740446,127.5045
66.66937,169.3401998,120.5405
68.62135,174.29822900000002,145.4409
69.82043,177.3438922,135.6144
68.00272,172.7269088,139.2716
69.35468,176.16088720000002,129.8923
70.19606,178.2979924,147.7932
69.94747,177.66657379999998,138.2673
69.48896,176.5019584,117.94
70.48888,179.04175519999998,119.9716
65.70003,166.8780762,115.1262
69.24694,175.8872276,126.8539
67.30239,170.94807060000002,133.8636
69.64951,176.90975540000002,135.6532
65.50558,166.3841732,130.4526
72.17516,183.3249064,134.4131
67.65538,171.84466519999998,140.6611
69.96429,177.70929660000002,130.0129
66.61309,169.1972486,124.0167
67.43982,171.2971428,136.3044
63.73814,161.8948756,126.0077
68.71436,174.5344744,134.623
70.77193,179.7607022,133.9877
69.37902,176.2227108,141.4066
68.95079,175.1350066,137.57
68.90363,175.01522020000002,131.0382
65.21203,165.6385562,116.4051
67.31722,170.9857388,117.2372
64.38819,163.54600259999998,124.1841
66.35807,168.54949779999998,119.5823
66.38672,168.6222688,131.7982
66.6684,169.337736,143.8648
65.19706,165.6005324,95.36862
69.42103,176.3294162,117.8366
64.06378,162.7220012,123.079
68.24753,173.3487262,133.6979
68.89321,174.98875339999998,133.5338
70.65875,179.47322499999999,141.7325
66.17187,168.0765498,132.7272
69.79746,177.2855484,139.5868
69.39866,176.27259640000003,149.026
67.93777,172.56193580000001,117.9616
67.26378,170.8500012,127.81
67.44849,171.31916460000002,139.9993
68.57844,174.1892376,127.3023
68.18689,173.1947006,116.6239
71.21952,180.89758080000001,142.336
69.32096,176.0752384,123.3451
65.65913,166.77419020000002,110.7946
70.37,178.7398,143.1529
64.79003,164.56667620000002,131.5436
65.92313,167.44475020000002,97.29027
66.73192,169.4990768,128.011
65.40144,166.11965759999998,111.9967
66.71355,169.452417,121.5899
65.52829,166.4418566,120.2156
68.39107,173.7133178,127.4346
69.32446,176.0841284,131.3958
73.19305,185.910347,144.5579
68.08406,172.93351239999998,116.6268
70.00156,177.8039624,122.5793
70.67706,179.5197324,117.6249
66.43552,168.7462208,134.1497
68.10398,172.98410920000003,133.4111
70.03197,177.8812038,126.462
64.56491,163.9948714,114.9612
68.39336,173.7191344,132.7568
68.0955,172.96257,127.074
66.25512,168.2880048,137.4863
67.61981,171.75431740000002,113.9223
67.10991,170.4591714,130.6669
68.30287,173.4892898,122.2908
70.05068,177.9287272,126.1234
67.69089,171.93486059999998,132.2541
69.26578,175.9350812,122.9495
70.84848,179.9551392,131.7416
67.14127,170.5388258,133.1617
65.6565,166.76751,121.3197
67.91043,172.49249220000002,120.8734
66.40429,168.6668966,130.1516
67.17903,170.6347362,126.7042
65.97607,167.5792178,136.9425
66.04298,167.7491692,114.3685
71.71449,182.1548046,153.2031
66.09004,167.8687016,125.3156
68.28237,173.4372198,137.1149
69.2815,175.97501,127.2959
65.76268,167.0372072,113.9716
66.98438,170.1403252,122.2353
65.6529,166.758366,131.5253
68.95828,175.15403120000002,138.3287
68.66489,174.4088206,119.6475
63.28472,160.7431888,134.2575
69.3378,176.118012,145.5026
68.23957,173.3285078,129.4421
67.91304,172.4991216,111.7014
66.16765,168.065831,133.5217
67.31495,170.979973,115.6811
66.97137,170.1072798,118.4895
65.80597,167.14716380000002,124.801
66.79723,169.6649642,118.5487
65.12057,165.40624780000002,115.9726
66.84355,169.782617,123.2907
68.38863,173.70712020000002,110.792
68.68709,174.46520859999998,138.8422
71.59953,181.8628062,129.4179
68.32022,173.53335880000003,137.7368
68.31,173.50740000000002,108.7164
66.47004,168.8339016,122.2851
68.12458,173.03643319999998,130.3549
72.0858,183.09793200000001,138.3812
68.82191,174.8076514,114.476
66.5675,169.08145,113.8546
70.19345,178.291363,131.3116
68.39855,173.732317,142.0522
68.23971,173.32886340000002,132.4932
71.56445,181.77370299999998,137.2813
68.85791,174.8990914,137.9349
70.46101,178.9709654,133.3018
68.19618,173.2182972,119.5517
67.34632,171.0596528,123.2255
67.57452,171.63928080000002,119.1006
70.49071,179.04640340000003,137.8164
69.00788,175.2800152,133.1503
69.18618,175.7328972,120.7711
69.27963,175.97026019999998,134.9563
68.30928,173.5055712,132.4946
69.85509,177.43192860000002,112.2776
66.99205,170.15980700000003,154.8623
68.83483,174.8404682,132.5996
65.51992,166.4205968,111.0786
69.3211,176.075594,128.1426
64.91352,164.88034080000003,132.2049
67.44463,171.30936020000001,136.2209
68.36722,173.6527388,135.6455
65.47213,166.29921020000003,83.33859
69.36933,176.1980982,134.65
69.54885,176.654079,134.6695
65.32827,165.93380580000002,114.8547
67.09904,170.4315616,118.2642
66.42256,168.7133024,133.6799
71.0263,180.40680200000003,128.2917
69.2985,176.01819,121.2343
66.85983,169.8239682,116.8298
65.68344,166.83593760000002,116.4899
68.44039,173.83859059999997,131.2274
66.09236,167.8745944,124.9588
66.89796,169.9208184,105.0615
67.65639,171.84723060000002,126.238
69.01429,175.2962966,132.3267
67.95663,172.6098402,134.3919
62.63031,159.0809874,98.87507
70.47594,179.00888759999998,118.9593
70.99287,180.32188979999998,132.9842
68.86312,174.9123248,137.4119
71.61657,181.9060878,126.9508
65.17342,165.5404868,110.3023
66.6864,169.38345600000002,134.4681
68.20849,173.24956459999999,133.9785
67.12074,170.4866796,115.4099
68.43384,173.8219536,124.156
67.80769,172.23153259999998,139.6569
69.55436,176.66807440000002,126.1296
69.626,176.85004,130.6209
66.73544,169.5080176,127.3142
66.85735,169.817669,115.6542
68.73859,174.5960186,114.5677
67.84689,172.3311006,129.8946
67.12274,170.4917596,132.4266
65.01406,165.13571240000002,124.2521
67.47471,171.3857634,102.7244
67.25719,170.83326259999998,144.0751
67.24826,170.81058040000002,127.6367
66.30738,168.4207452,104.6319
67.41475,171.233465,125.3851
66.58363,169.1224202,126.1534
65.93812,167.4828248,104.2595
69.80661,177.30878940000002,115.1499
68.54967,174.11616180000001,139.205
70.66876,179.49865040000003,133.3968
68.59748,174.2375992,123.4007
69.92431,177.60774740000002,124.9688
69.29221,176.0022134,140.663
70.8323,179.91404200000002,114.6896
69.47654,176.4704116,150.3265
65.12741,165.4236214,109.1273
66.52541,168.9745414,100.9191
66.75392,169.55495679999999,109.0707
67.60759,171.72327860000001,132.4966
70.49105,179.047267,131.9175
62.95883,159.9154282,122.8187
67.16728,170.60489120000003,126.6304
67.37938,171.1436252,115.0117
66.73605,169.509567,120.1152
66.50685,168.927399,120.364
66.30539,168.4156906,103.8522
69.84097,177.3960638,139.6097
68.43171,173.8165434,111.0371
70.21848,178.3549392,113.2947
67.94852,172.5892408,118.2123
67.36696,171.11207840000003,118.6315
69.06908,175.43546320000002,146.7647
64.44615,163.69322100000002,113.4007
65.42316,166.1748264,122.9447
66.9796,170.128184,129.0708
69.01274,175.2923596,116.1521
67.59833,171.69975820000002,136.7678
65.9525,167.51935,130.6652
67.12379,170.4944266,125.5072
70.19532,178.2961128,126.5499
69.38455,176.236757,131.5782
69.88289,177.5025406,143.9437
66.33476,168.49029040000002,124.6417
69.86933,177.46809820000001,127.138
69.17547,175.7056938,142.2736
63.69076,161.7745304,100.3788
68.94349,175.1164646,112.6258
67.82915,172.286041,103.9962
68.71299,174.5309946,133.2248
71.78816,182.3419264,143.102
70.80693,179.8496022,142.3487
67.04918,170.30491720000003,116.1558
70.7374,179.67299599999998,143.0558
63.99731,162.5531674,102.6267
68.44638,173.8538052,132.1454
64.8252,164.65600799999999,117.1635
70.32462,178.6245348,131.8657
70.20879,178.33032659999998,163.8728
68.04153,172.8254862,137.4699
68.99917,175.2578918,129.7717
67.06517,170.3455318,120.3846
69.51164,176.5595656,124.2078
63.43652,161.1287608,126.3691
70.20568,178.3224272,136.4101
67.06886,170.3549044,127.1024
70.71333,179.6118582,141.4736
66.53558,169.00037319999998,133.3857
66.33691,168.49575140000002,123.5988
66.76051,169.57169539999998,131.4503
69.23838,175.86548520000002,126.2803
64.43238,163.65824519999998,92.31443
67.65387,171.8408298,114.1495
65.28297,165.81874380000002,121.8429
67.29254,170.9230516,122.4833
66.67426,169.3526204,108.0738
67.18934,170.66092360000002,126.9589
68.86103,174.90701620000002,148.8058
65.91764,167.4308056,136.8749
67.48274,171.40615960000002,137.6678
65.86101,167.28696539999999,123.4096
69.58332,176.7416328,131.3107
66.48236,168.8651944,121.0822
67.12587,170.4997098,130.7108
68.03928,172.81977120000002,118.5115
70.60422,179.3347188,133.7741
67.35277,171.07603580000003,134.1125
64.96602,165.0136908,124.6932
69.73659,177.1309386,126.8534
67.85001,172.3390254,116.5084
67.11269,170.4662326,137.5854
68.91724,175.04978960000003,126.4464
66.10288,167.9013152,143.3539
66.92685,169.994199,114.6862
67.62461,171.76650940000002,123.238
67.68375,171.916725,146.636
69.69504,177.0254016,131.1339
67.53015,171.52658100000002,109.7927
66.49217,168.8901118,112.7151
67.49556,171.4387224,115.8608
65.22979,165.68366659999998,118.5155
65.14555,165.469697,109.0792
69.96429,177.70929660000002,118.1581
66.96921,170.10179340000002,119.725
72.68406,184.6175124,140.7454
70.62989,179.3999206,143.2336
66.28962,168.3756348,127.5244
66.87942,169.8737268,118.188
69.63736,176.8788944,138.7506
72.13221,183.2158134,133.896
67.64678,171.82282120000002,116.0453
66.29793,168.39674219999998,130.1744
66.24001,168.24962539999999,114.7215
69.04627,175.37752580000003,123.7546
68.95959,175.1573586,124.4974
67.50624,171.4658496,145.7484
67.53604,171.5415416,137.2567
68.20346,173.23678840000002,121.3491
67.12901,170.50768539999999,119.374
67.57283,171.63498819999998,123.2969
66.67624,169.35764960000003,140.9397
65.26043,165.7614922,101.1571
69.96595,177.713513,142.8463
69.89433,177.5315982,130.4151
69.40222,176.2816388,126.5053
69.38557,176.23934780000002,139.4706
68.37978,173.6846412,126.2987
69.18198,175.7222292,139.8423
71.88614,182.5907956,134.319
69.07546,175.45166840000002,114.2239
66.55796,169.05721839999998,117.9522
65.84951,167.25775539999998,135.0075
69.30328,176.0303312,128.4679
70.56769,179.2419326,137.2495
65.70932,166.90167280000003,124.1531
68.28887,173.45372980000002,129.7135
68.64234,174.3515436,126.0445
66.48124,168.8623496,124.1437
66.33382,168.4879028,128.3406
67.14291,170.5429914,110.4774
68.01799,172.7656946,131.4676
67.99908,172.71766320000003,132.4317
66.54521,169.0248334,125.3635
66.48652,168.8757608,133.496
68.49951,173.9887554,106.7804
67.05746,170.32594840000002,140.4379
67.81343,172.2461122,122.49
70.76865,179.75237099999998,141.9201
67.35674,171.08611960000002,119.6444
66.58169,169.1174926,140.4575
68.81841,174.7987614,115.7801
67.78353,172.1701662,138.1807
70.59967,179.3231618,133.0057
66.17798,168.09206920000003,117.8164
64.52454,163.8923316,122.6902
69.19398,175.7527092,124.8873
72.00347,182.88881379999998,115.7439
68.22649,173.2952846,135.6941
64.9649,165.01084600000002,110.6567
68.72693,174.5664022,140.5141
65.62412,166.68526480000003,102.6406
67.93149,172.5459846,119.2796
68.15359,173.1101186,136.3666
67.10444,170.4452776,119.5672
66.78636,169.63735440000002,115.2495
67.47237,171.3798198,119.3153
69.15877,175.6632758,134.0016
66.94609,170.0430686,124.1271
64.64516,164.19870640000002,121.6082
68.23103,173.30681620000001,119.5605
74.59993,189.4838222,147.0372
69.17074,175.6936796,116.6371
64.4579,163.723066,106.3788
67.89229,172.44641660000002,136.952
67.93228,172.5479912,139.162
65.63166,166.70441639999999,124.0105
69.93332,177.6306328,151.8863
67.06235,170.338369,119.6547
68.72155,174.55273699999998,134.1575
67.99221,172.7002134,120.0651
69.48024,176.47980959999998,131.2464
69.63642,176.87650680000002,134.5954
68.6781,174.442374,113.8461
68.93508,175.0951032,135.1919
65.25731,165.7535674,113.4053
69.55037,176.6579398,150.3096
64.50942,163.8539268,126.2417
66.76791,169.5904914,105.8579
68.19097,173.20506379999998,119.0327
71.36573,181.2689542,149.988
71.51642,181.6517068,134.707
70.1695,178.23053,143.5692
67.27132,170.86915280000002,113.8254
63.92789,162.3768406,122.9493
70.109,178.07685999999998,114.8256
70.32118,178.6157972,130.2398
68.62967,174.31936180000002,125.1725
64.68249,164.2935246,116.3063
65.62406,166.6851124,127.038
68.33608,173.5736432,130.0088
68.15973,173.1257142,128.8837
66.39703,168.6484562,129.2909
68.7637,174.659798,133.8946
62.73218,159.3397372,115.6746
67.25989,170.8401206,119.323
67.31674,170.9845196,127.174
70.01359,177.8345186,144.3033
66.29943,168.4005522,123.5503
69.3621,176.179734,134.9359
67.36081,171.0964574,126.2309
66.67762,169.3611548,117.7297
67.48578,171.41388120000002,118.3315
69.01325,175.293655,126.9036
68.93436,175.09327439999998,113.2651
67.98407,172.67953780000002,142.2802
64.70492,164.3504968,113.5925
68.71176,174.5278704,142.4521
66.65959,169.3153586,121.0303
67.62403,171.76503620000003,118.5923
69.56171,176.6867434,137.7018
66.20244,168.1541976,118.5927
69.69845,177.03406299999997,133.8294
64.18408,163.02756319999997,128.3516
67.04695,170.299253,116.5957
65.07655,165.294437,112.7787
66.54927,169.0351458,119.9512
64.94199,164.95265460000002,118.4685
70.72113,179.6316702,138.7877
65.72731,166.94736740000002,105.9051
70.72856,179.6505424,132.1233
69.73747,177.1331738,142.4348
70.38866,178.7871964,118.807
66.2377,168.243758,127.8696
69.15005,175.64112699999998,119.5495
71.55308,181.74482319999998,143.2831
67.3427,171.050458,120.6477
70.81002,179.85745079999998,147.7208
68.94879,175.1299266,134.6874
67.83322,172.29637879999999,107.5648
66.80215,169.677461,115.2344
62.38539,158.45889060000002,105.2355
70.19469,178.2945126,134.5963
68.78438,174.7123252,134.1788
69.24853,175.89126620000002,109.9131
70.30374,178.5714996,125.2977
70.82191,179.8876514,129.2991
71.00821,180.36085340000002,146.8951
68.13521,173.0634334,130.0498
69.55141,176.6605814,125.0764
66.80746,169.69094840000002,99.00428
64.38131,163.5285274,117.1049
68.01762,172.7647548,114.3042
69.57085,176.709959,124.6849
67.64249,171.8119246,131.7347
67.09186,170.4133244,115.918
71.33608,181.1936432,136.9999
68.33188,173.5629752,134.8577
68.19698,173.22032919999998,141.5204
71.61186,181.89412439999998,138.5029
68.58219,174.1987626,125.3785
69.51224,176.5610896,127.0237
68.94224,175.1132896,121.7044
67.56831,171.6235074,130.4685
62.70761,159.2773294,121.0772
69.65338,176.9195852,144.7186
69.17779,175.7115866,123.8314
69.1034,175.52263599999998,128.4483
66.22062,168.2003748,142.7467
63.90675,162.323145,120.7712
68.0134,172.754036,142.6934
67.39766,171.1900564,124.2776
67.86913,172.3875902,123.3232
68.93266,175.0889564,109.3652
64.65561,164.2252494,129.5612
67.64286,171.8128644,116.2336
68.5499,174.11674599999998,144.1276
66.47408,168.8441632,122.8267
65.95487,167.5253698,112.2416
66.32695,168.470453,113.5088
68.26741,173.3992214,123.2998
70.78463,179.7929602,134.7647
70.4697,178.993038,139.8125
64.96269,165.0052326,122.9922
68.34706,173.6015324,130.6799
73.07882,185.6202028,147.7522
70.32529,178.6262366,134.3631
72.11328,183.16773120000002,143.5666
72.90519,185.17918260000002,139.1213
64.87304,164.7775216,118.9879
68.88989,174.9803206,123.4282
69.17388,175.7016552,122.9818
66.71493,169.4559222,123.5503
67.02678,170.2480212,140.1351
67.30884,170.9644536,118.4517
62.58703,158.9710562,102.193
68.64869,174.36767260000002,129.519
67.74901,172.0824854,120.7554
71.64536,181.9792144,122.4384
66.66707,169.3343578,121.7723
68.299,173.47946000000002,127.1307
67.18546,170.6510684,119.8945
67.60484,171.7162936,145.6195
67.42626,171.2627004,110.1731
66.47848,168.8553392,117.1419
70.4336,178.901344,135.951
66.14942,168.01952680000002,114.8362
65.24499,165.72227460000002,133.7044
68.29032,173.4574128,124.673
68.78918,174.7245172,132.8131
69.25119,175.8980226,130.8556
67.81337,172.2459598,131.5901
67.14685,170.552999,129.0973
66.38206,168.61043239999998,119.9348
69.90033,177.5468382,135.8803
69.87924,177.4932696,147.5404
67.05535,170.320589,123.0133
69.92107,177.5995178,150.7238
66.75984,169.5699936,108.9817
66.63653,169.2567862,106.6289
68.95163,175.13714019999998,126.1426
70.80464,179.84378560000002,141.4493
70.82565,179.89715099999998,142.3535
65.81239,167.16347059999998,142.3511
68.58827,174.2142058,121.4297
69.97348,177.7326392,121.2647
65.8631,167.29227400000002,120.7951
67.18395,170.647233,137.6251
65.3295,165.93693,112.2046
70.54919,179.1949426,143.444
64.27425,163.25659499999998,115.4872
70.23423,178.3949442,129.5721
68.52809,174.06134860000003,140.6879
66.50366,168.9192964,132.8973
66.6848,169.379392,109.0765
68.96487,175.17076980000002,122.8685
65.95854,167.5346916,122.3757
71.1723,180.77764200000001,127.8293
70.53792,179.1663168,125.9055
68.59623,174.2344242,121.8365
63.09214,160.2540356,105.3814
70.15201,178.1861054,128.9654
69.93896,177.64495839999998,135.1878
68.3899,173.710346,150.545
66.77273,169.6027342,118.2023
68.0307,172.797978,112.1099
68.32284,173.5400136,117.0799
68.70199,174.50305459999998,135.324
69.18134,175.7206036,134.7164
70.76125,179.733575,131.4654
67.4487,171.31969800000002,138.5211
65.80367,167.1413218,112.9028
67.84868,172.3356472,135.7776
70.37215,178.74526100000003,117.2445
68.05707,172.86495779999998,115.4099
67.83306,172.2959724,122.5637
68.36174,173.6388196,128.5694
67.68101,171.9097654,117.5547
65.56852,166.54404080000003,116.2469
65.84858,167.2553932,118.0476
67.48284,171.40641359999998,113.4292
68.15474,173.1130396,127.9674
67.60055,171.705397,115.2546
66.3466,168.520364,136.7939
68.00428,172.7308712,141.7709
65.89079,167.3626066,111.1971
69.71858,177.08519320000002,129.3685
66.92519,169.9899826,123.8781
67.86156,172.3683624,134.4959
72.30671,183.6590434,145.3807
69.04887,175.38412979999998,132.7148
68.37203,173.66495619999998,137.6722
69.46166,176.4326164,129.7161
64.55413,163.96749020000001,109.6147
62.91846,159.81288840000002,111.747
69.66751,176.95547539999998,114.9432
68.7226,174.555404,114.1321
66.99763,170.17398020000002,119.7136
67.96265,172.62513099999998,129.548
62.54756,158.8708024,102.5937
67.69388,171.94245519999998,115.6799
68.17765,173.171231,125.0763
66.84001,169.77362540000001,140.2859
70.49117,179.0475718,127.9204
64.38355,163.534217,115.77
67.4107,171.22317800000002,115.8599
68.71162,174.5275148,136.6454
69.38429,176.2360966,112.8169
68.19334,173.21108360000002,121.7475
67.66466,171.8682364,120.6145
68.85946,174.9030284,136.1552
70.88504,180.04800160000002,132.1232
68.90069,175.0077526,128.3104
69.74202,177.1447308,148.7868
65.32131,165.9161274,122.75
66.05517,167.78013180000002,105.019
67.46121,171.35147339999997,124.1873
66.97366,170.1130964,119.5436
71.24954,180.97383159999998,125.3502
66.25833,168.2961582,105.2265
65.33602,165.95349080000003,127.9746
67.81863,172.2593202,124.7162
68.88544,174.9690176,123.1058
68.50931,174.0136474,123.0264
68.59759,174.2378786,132.1907
69.57731,176.7263674,143.1516
69.94225,177.653315,131.2863
68.32527,173.54618580000002,127.9279
67.709,171.98086,137.9562
68.14718,173.09383720000002,142.613
69.38748,176.2441992,135.7762
67.74435,172.070649,131.3401
70.22145,178.36248300000003,133.1431
67.57101,171.63036540000002,127.27
67.8206,172.264324,125.5015
66.2936,168.385744,114.019
68.27218,173.41133720000002,119.0224
67.90289,172.4733406,140.4732
71.51032,181.63621279999998,134.635
69.78562,177.2554748,135.451
67.5308,171.528232,123.7992
68.60276,174.2510104,140.7911
72.9157,185.205878,137.3991
68.39973,173.7353142,114.1057
68.743,174.60721999999998,134.3778
67.07172,170.3621688,126.1538
66.5829,169.120566,115.1352
68.20199,173.2330546,110.4711
68.5013,173.993302,136.1652
67.65171,171.8353434,137.7229
69.73023,177.11478420000003,128.6487
65.67533,166.8153382,95.8643
68.98154,175.2131116,147.9151
68.41366,173.7706964,130.7171
67.65729,171.84951660000002,128.6169
70.93404,180.1724616,135.8496
71.4025,181.36235000000002,163.3466
68.66985,174.421419,119.7289
67.29176,170.9210704,131.9414
69.39537,176.2642398,129.0571
67.96799,172.6386946,121.7029
66.18912,168.1203648,112.539
69.42809,176.3473486,133.8009
67.49189,171.4294006,117.2768
68.53399,174.0763346,120.6305
69.81642,177.3337068,119.9056
68.63746,174.33914840000003,127.091
68.8994,175.004476,131.4347
67.9315,172.54601,105.7268
71.5028,181.617112,119.767
67.15119,170.56402260000002,127.6184
69.00578,175.2746812,123.6567
71.94177,182.73209580000002,158.7778
64.97172,165.0281688,133.6738
66.55485,169.049319,134.9888
68.68354,174.45619159999998,132.3782
68.36506,173.6472524,124.8407
64.1255,162.87877,115.6005
66.19137,168.1260798,129.8423
64.14117,162.9185718,121.0525
67.96989,172.64352060000002,133.8695
69.18067,175.71890180000003,133.8081
69.19612,175.7581448,119.4294
73.29095,186.159013,153.6943
69.45026,176.4036604,117.4511
70.48029,179.0199366,146.3542
65.61927,166.6729458,127.5175
66.73212,169.49958479999998,120.9633
66.97858,170.1255932,135.7225
65.35568,166.00342720000003,131.9
66.13306,167.9779724,132.2003
66.19537,168.1362398,111.411
69.60618,176.7996972,115.0129
64.85576,164.7336304,131.9602
66.14641,168.01188140000002,117.3194
68.06858,172.8941932,147.1991
68.42537,173.8004398,139.2146
64.72761,164.4081294,113.471
67.12449,170.4962046,120.4451
68.2669,173.397926,120.1299
64.63001,164.1602254,130.0922
65.93702,167.4800308,123.0907
69.72134,177.0922036,134.9164
67.2083,170.709082,115.8391
72.91999,185.2167746,154.2153
69.98652,177.7657608,129.3433
67.19622,170.6783988,109.1018
68.80471,174.7639634,121.8463
68.95943,175.1569522,131.1717
70.71013,179.60373020000003,107.6082
69.31161,176.0514894,110.585
68.37667,173.6767418,139.5479
65.87762,167.3291548,108.2863
67.57576,171.6424304,137.937
69.04748,175.38059919999998,120.0193
64.96906,165.0214124,130.7477
65.00848,165.12153920000003,112.3542
69.66271,176.9432834,112.7833
68.36325,173.642655,93.56304
67.78303,172.1688962,135.3219
68.35589,173.6239606,130.4797
69.08049,175.4644446,137.2105
66.18595,168.11231300000003,116.7954
69.8707,177.471578,127.2318
68.14345,173.084363,119.3634
71.50856,181.6317424,147.4461
67.58713,171.6713102,152.0826
69.32161,176.07688940000003,127.0991
64.32043,163.3738922,101.6548
70.04715,177.919761,129.3431
67.95275,172.59998499999998,120.5799
69.3643,176.185322,115.9751
65.61191,166.6542514,115.1222
66.45951,168.8071554,117.4793
67.01312,170.2133248,116.3448
67.15306,170.5687724,133.1964
68.38756,173.7044024,123.0091
66.91337,169.9599598,123.0284
69.39488,176.2629952,125.889
67.43209,171.2775086,136.7256
67.25651,170.8315354,125.2836
70.1574,178.199796,129.8738
68.21801,173.27374540000002,145.046
66.54598,169.0267892,131.5953
67.91875,172.51362500000002,134.6972
65.47246,166.3000484,125.9926
68.64399,174.3557346,123.5308
67.54097,171.5540638,133.869
67.67111,171.8846194,127.5556
67.54769,171.5711326,129.9528
68.83269,174.8350326,116.6869
66.9893,170.15282200000001,116.2079
68.12926,173.0483204,139.5733
67.21663,170.7302402,117.1835
66.64897,169.28838380000002,119.2815
67.21762,170.73275479999998,127.3762
66.21812,168.1940248,121.0712
67.3438,171.05325200000001,133.4411
68.11292,173.0068168,109.9029
69.87913,177.4929902,127.7891
68.21125,173.25657500000003,138.5343
65.68767,166.8466818,141.1901
65.99233,167.6205182,113.6949
67.60517,171.7171318,102.2036
65.90505,167.398827,139.2275
70.34152,178.66746080000001,127.0828
66.07605,167.833167,120.0142
65.77453,167.0673062,126.9642
65.71341,166.9120614,112.0802
68.57546,174.1816684,141.1028
67.93372,172.55164879999998,112.6789
67.70726,171.9764404,136.6165
69.36386,176.1842044,143.3529
70.64307,179.4333978,133.4741
69.04345,175.37036300000003,143.0016
69.57571,176.72230340000002,154.5079
67.52772,171.5204088,136.2476
66.33405,168.48848700000002,120.4514
65.23795,165.704393,115.1459
71.71197,182.14840379999998,127.5762
66.40209,168.6613086,110.5565
66.41322,168.6895788,123.2217
65.24322,165.7177788,132.3124
69.37652,176.2163608,144.9025
66.97944,170.1277776,116.5849
66.94715,170.045761,116.96
68.35779,173.62878659999998,119.4615
67.72118,172.01179720000002,116.2328
66.6547,169.302938,123.8393
71.16116,180.74934639999998,131.0291
69.76995,177.21567299999998,132.3991
67.08047,170.38439380000003,123.6803
70.16271,178.21328340000002,132.0564
67.20725,170.70641500000002,125.4732
66.441,168.76014,109.2837
70.43908,178.91526320000003,128.0154
67.42411,171.2572394,117.7129
67.23794,170.7843676,115.5231
65.54462,166.4833348,116.0185
68.58579,174.2079066,131.2912
71.46377,181.5179758,140.9955
67.02704,170.2486816,152.026
